Report Date,County,Place of Fatality,Deaths by County of Residence
01/07/2021,Non-NYS,0,158
01/07/2021,Oneida,290,288
01/07/2021,Onondaga,533,487
01/07/2021,Ontario,88,73
01/07/2021,Orange,557,540
01/07/2021,Orleans,42,65
01/07/2021,Oswego,42,53
01/07/2021,Otsego,23,20
01/07/2021,Putnam,67,68
01/07/2021,Queens,"4,386","5,454"
01/07/2021,Rensselaer,76,89
01/07/2021,Richmond,912,917
01/07/2021,Rockland,559,600
01/07/2021,Saratoga,34,51
01/07/2021,Schenectady,92,101
01/07/2021,Schoharie,0,5
01/07/2021,Schuyler,4,10
01/07/2021,Seneca,27,43
01/07/2021,St. Lawrence,48,48
01/07/2021,Statewide Total,"31,329","31,329"
01/07/2021,Steuben,109,126
01/07/2021,Suffolk,"2,467","2,423"
01/07/2021,Sullivan,41,47
01/07/2021,Tioga,39,54
01/07/2021,Tompkins,21,18
01/07/2021,Ulster,94,158
01/07/2021,Warren,39,32
01/07/2021,Washington,11,18
01/07/2021,Wayne,24,46
01/07/2021,Westchester,"1,863","1,713"
01/07/2021,Wyoming,23,29
01/07/2021,Yates,8,13
01/07/2022,Albany,781,447
01/07/2022,Allegany,83,139
01/07/2022,Bronx,"4,390","4,855"
01/07/2022,Broome,559,475
01/07/2022,Cattaraugus,198,192
01/07/2022,Cayuga,95,122
01/07/2022,Chautauqua,229,231
01/07/2022,Chemung,260,197
01/07/2022,Chenango,65,103
01/07/2022,Clinton,82,59
01/07/2022,Columbia,129,123
01/07/2022,Cortland,83,93
01/07/2022,Delaware,23,59
01/07/2022,Dutchess,596,547
01/07/2022,Erie,"2,551","2,289"
01/07/2022,Essex,36,49
01/07/2022,Franklin,21,33
01/07/2022,Fulton,85,135
01/07/2022,Genesee,146,164
01/07/2022,Greene,31,101
01/07/2022,Hamilton,0,4
01/07/2022,Herkimer,60,161
01/07/2022,Jefferson,108,119
01/07/2022,Kings,"7,164","7,934"
01/07/2022,Lewis,14,42
01/07/2022,Livingston,69,96
01/07/2022,Madison,107,118
01/07/2022,Manhattan,"5,340","3,269"
01/07/2022,Monroe,"1,585","1,369"
01/07/2022,Montgomery,151,178
01/07/2022,Nassau,"4,220","3,461"
01/07/2022,Niagara,316,486
01/07/2022,Non-NYS,0,399
01/07/2022,Oneida,734,711
01/07/2022,Onondaga,"1,088",902
01/07/2022,Ontario,201,148
01/07/2022,Orange,911,853
01/07/2022,Orleans,52,104
01/07/2022,Oswego,95,151
01/07/2022,Otsego,115,72
01/07/2022,Putnam,94,106
01/07/2022,Queens,"6,095","7,509"
01/07/2022,Rensselaer,181,219
01/07/2022,Richmond,"1,237","1,258"
01/07/2022,Rockland,780,816
01/07/2022,Saratoga,199,277
01/07/2022,Schenectady,261,272
01/07/2022,Schoharie,7,30
01/07/2022,Schuyler,5,23
01/07/2022,Seneca,33,82
01/07/2022,St. Lawrence,150,161
01/07/2022,Statewide Total,"49,344","49,344"
01/07/2022,Steuben,177,221
01/07/2022,Suffolk,"3,926","3,909"
01/07/2022,Sullivan,83,105
01/07/2022,Tioga,40,79
01/07/2022,Tompkins,79,74
01/07/2022,Ulster,180,316
01/07/2022,Warren,173,109
01/07/2022,Washington,36,94
01/07/2022,Wayne,77,134
01/07/2022,Westchester,"2,673","2,450"
01/07/2022,Wyoming,61,74
01/07/2022,Yates,24,36
01/08/2021,Albany,341,229
01/08/2021,Allegany,54,75
01/08/2021,Bronx,"3,292","3,605"
01/08/2021,Broome,246,226
01/08/2021,Cattaraugus,52,57
01/08/2021,Cayuga,36,44
01/08/2021,Chautauqua,35,33
01/08/2021,Chemung,126,102
01/08/2021,Chenango,20,28
01/08/2021,Clinton,14,12
01/08/2021,Columbia,59,63
01/08/2021,Cortland,45,46
01/08/2021,Delaware,6,14
01/08/2021,Dutchess,287,270
01/08/2021,Erie,"1,377","1,285"
01/08/2021,Essex,13,16
01/08/2021,Franklin,8,9
01/08/2021,Fulton,29,41
01/08/2021,Genesee,74,80
01/08/2021,Greene,16,36
01/08/2021,Hamilton,0,1
01/08/2021,Herkimer,15,35
01/08/2021,Jefferson,13,16
01/08/2021,Kings,"4,985","5,542"
01/08/2021,Lewis,7,19
01/08/2021,Livingston,16,31
01/08/2021,Madison,67,72
01/08/2021,Manhattan,"3,708","2,294"
01/08/2021,Monroe,752,670
01/08/2021,Montgomery,59,62
01/08/2021,Nassau,"3,022","2,470"
01/08/2021,Niagara,152,211
01/08/2021,Non-NYS,0,158
01/08/2021,Oneida,296,293
01/08/2021,Onondaga,543,495
01/08/2021,Ontario,88,73
01/08/2021,Orange,559,540
01/08/2021,Orleans,42,65
01/08/2021,Oswego,42,54
01/08/2021,Otsego,23,20
01/08/2021,Putnam,67,68
01/08/2021,Queens,"4,395","5,465"
01/08/2021,Rensselaer,79,92
01/08/2021,Richmond,914,919
01/08/2021,Rockland,564,606
01/08/2021,Saratoga,35,52
01/08/2021,Schenectady,95,105
01/08/2021,Schoharie,0,5
01/08/2021,Schuyler,4,10
01/08/2021,Seneca,28,44
01/08/2021,St. Lawrence,49,49
01/08/2021,Statewide Total,"31,519","31,519"
01/08/2021,Steuben,110,127
01/08/2021,Suffolk,"2,482","2,438"
01/08/2021,Sullivan,41,48
01/08/2021,Tioga,39,54
01/08/2021,Tompkins,21,18
01/08/2021,Ulster,97,165
01/08/2021,Warren,39,32
01/08/2021,Washington,11,18
01/08/2021,Wayne,24,46
01/08/2021,Westchester,"1,873","1,721"
01/08/2021,Wyoming,24,31
01/08/2021,Yates,9,14
01/08/2022,Albany,784,447
01/08/2022,Allegany,84,139
01/08/2022,Bronx,"4,395","4,863"
01/08/2022,Broome,560,476
01/08/2022,Cattaraugus,198,194
01/08/2022,Cayuga,96,123
01/08/2022,Chautauqua,229,231
01/08/2022,Chemung,260,197
01/08/2022,Chenango,65,103
01/08/2022,Clinton,82,59
01/08/2022,Columbia,130,124
01/08/2022,Cortland,83,93
01/08/2022,Delaware,24,61
01/08/2022,Dutchess,596,547
01/08/2022,Erie,"2,558","2,295"
01/08/2022,Essex,36,49
01/08/2022,Franklin,22,34
01/08/2022,Fulton,85,135
01/08/2022,Genesee,146,164
01/08/2022,Greene,32,102
01/08/2022,Hamilton,0,4
01/08/2022,Herkimer,60,163
01/08/2022,Jefferson,108,119
01/08/2022,Kings,"7,182","7,954"
01/08/2022,Lewis,14,42
01/08/2022,Livingston,69,96
01/08/2022,Madison,107,118
01/08/2022,Manhattan,"5,357","3,281"
01/08/2022,Monroe,"1,589","1,371"
01/08/2022,Montgomery,152,179
01/08/2022,Nassau,"4,232","3,472"
01/08/2022,Niagara,317,488
01/08/2022,Non-NYS,0,400
01/08/2022,Oneida,736,711
01/08/2022,Onondaga,"1,092",904
01/08/2022,Ontario,201,149
01/08/2022,Orange,912,854
01/08/2022,Orleans,52,104
01/08/2022,Oswego,96,153
01/08/2022,Otsego,115,72
01/08/2022,Putnam,96,108
01/08/2022,Queens,"6,114","7,527"
01/08/2022,Rensselaer,181,221
01/08/2022,Richmond,"1,238","1,260"
01/08/2022,Rockland,782,818
01/08/2022,Saratoga,200,278
01/08/2022,Schenectady,262,274
01/08/2022,Schoharie,7,30
01/08/2022,Schuyler,5,23
01/08/2022,Seneca,33,82
01/08/2022,St. Lawrence,150,161
01/08/2022,Statewide Total,"49,485","49,485"
01/08/2022,Steuben,177,221
01/08/2022,Suffolk,"3,939","3,922"
01/08/2022,Sullivan,84,107
01/08/2022,Tioga,40,79
01/08/2022,Tompkins,79,74
01/08/2022,Ulster,180,316
01/08/2022,Warren,175,111
01/08/2022,Washington,36,94
01/08/2022,Wayne,78,135
01/08/2022,Westchester,"2,687","2,463"
01/08/2022,Wyoming,62,75
01/08/2022,Yates,24,36
01/09/2021,Albany,347,231
01/09/2021,Allegany,54,75
01/09/2021,Bronx,"3,298","3,611"
01/09/2021,Broome,247,227
01/09/2021,Cattaraugus,52,57
01/09/2021,Cayuga,42,50
01/09/2021,Chautauqua,38,36
01/09/2021,Chemung,127,103
01/09/2021,Chenango,23,31
01/09/2021,Clinton,14,12
01/09/2021,Columbia,60,65
01/09/2021,Cortland,45,46
01/09/2021,Delaware,6,14
01/09/2021,Dutchess,291,273
01/09/2021,Erie,"1,386","1,293"
01/09/2021,Essex,13,16
01/09/2021,Franklin,8,9
01/09/2021,Fulton,29,42
01/09/2021,Genesee,74,80
01/09/2021,Greene,16,37
01/09/2021,Hamilton,0,1
01/09/2021,Herkimer,15,35
01/09/2021,Jefferson,13,16
01/09/2021,Kings,"4,993","5,551"
01/09/2021,Lewis,7,20
01/09/2021,Livingston,16,31
01/09/2021,Madison,68,73
01/09/2021,Manhattan,"3,718","2,302"
01/09/2021,Monroe,762,679
01/09/2021,Montgomery,60,63
01/09/2021,Nassau,"3,037","2,482"
01/09/2021,Niagara,154,214
01/09/2021,Non-NYS,0,159
01/09/2021,Oneida,303,300
01/09/2021,Onondaga,545,496
01/09/2021,Ontario,90,75
01/09/2021,Orange,565,546
01/09/2021,Orleans,42,65
01/09/2021,Oswego,43,55
01/09/2021,Otsego,23,20
01/09/2021,Putnam,67,68
01/09/2021,Queens,"4,406","5,477"
01/09/2021,Rensselaer,80,93
01/09/2021,Richmond,920,926
01/09/2021,Rockland,565,607
01/09/2021,Saratoga,35,53
01/09/2021,Schenectady,97,108
01/09/2021,Schoharie,0,5
01/09/2021,Schuyler,4,10
01/09/2021,Seneca,28,44
01/09/2021,St. Lawrence,49,49
01/09/2021,Statewide Total,"31,672","31,672"
01/09/2021,Steuben,110,127
01/09/2021,Suffolk,"2,496","2,453"
01/09/2021,Sullivan,41,48
01/09/2021,Tioga,39,54
01/09/2021,Tompkins,21,18
01/09/2021,Ulster,98,167
01/09/2021,Warren,41,33
01/09/2021,Washington,12,19
01/09/2021,Wayne,24,46
01/09/2021,Westchester,"1,882","1,730"
01/09/2021,Wyoming,24,32
01/09/2021,Yates,9,14
01/09/2022,Albany,786,448
01/09/2022,Allegany,84,139
01/09/2022,Bronx,"4,400","4,872"
01/09/2022,Broome,561,477
01/09/2022,Cattaraugus,198,194
01/09/2022,Cayuga,96,123
01/09/2022,Chautauqua,229,231
01/09/2022,Chemung,261,198
01/09/2022,Chenango,65,103
01/09/2022,Clinton,82,59
01/09/2022,Columbia,131,125
01/09/2022,Cortland,83,93
01/09/2022,Delaware,24,61
01/09/2022,Dutchess,599,552
01/09/2022,Erie,"2,564","2,300"
01/09/2022,Essex,36,49
01/09/2022,Franklin,22,34
01/09/2022,Fulton,85,135
01/09/2022,Genesee,146,164
01/09/2022,Greene,32,102
01/09/2022,Hamilton,0,4
01/09/2022,Herkimer,60,163
01/09/2022,Jefferson,108,119
01/09/2022,Kings,"7,212","7,983"
01/09/2022,Lewis,14,42
01/09/2022,Livingston,69,96
01/09/2022,Madison,107,118
01/09/2022,Manhattan,"5,378","3,293"
01/09/2022,Monroe,"1,590","1,372"
01/09/2022,Montgomery,152,179
01/09/2022,Nassau,"4,243","3,482"
01/09/2022,Niagara,317,489
01/09/2022,Non-NYS,0,400
01/09/2022,Oneida,736,712
01/09/2022,Onondaga,"1,094",905
01/09/2022,Ontario,202,150
01/09/2022,Orange,915,855
01/09/2022,Orleans,52,104
01/09/2022,Oswego,96,153
01/09/2022,Otsego,116,73
01/09/2022,Putnam,96,108
01/09/2022,Queens,"6,129","7,551"
01/09/2022,Rensselaer,182,222
01/09/2022,Richmond,"1,243","1,265"
01/09/2022,Rockland,784,821
01/09/2022,Saratoga,202,280
01/09/2022,Schenectady,262,274
01/09/2022,Schoharie,7,30
01/09/2022,Schuyler,5,23
01/09/2022,Seneca,34,83
01/09/2022,St. Lawrence,150,161
01/09/2022,Statewide Total,"49,620","49,620"
01/09/2022,Steuben,177,221
01/09/2022,Suffolk,"3,952","3,932"
01/09/2022,Sullivan,84,107
01/09/2022,Tioga,40,79
01/09/2022,Tompkins,79,74
01/09/2022,Ulster,180,316
01/09/2022,Warren,175,111
01/09/2022,Washington,36,95
01/09/2022,Wayne,79,136
01/09/2022,Westchester,"2,693","2,469"
01/09/2022,Wyoming,62,75
01/09/2022,Yates,24,36
01/10/2021,Albany,353,234
01/10/2021,Allegany,54,75
01/10/2021,Bronx,"3,308","3,621"
01/10/2021,Broome,249,229
01/10/2021,Cattaraugus,53,58
01/10/2021,Cayuga,44,52
01/10/2021,Chautauqua,40,38
01/10/2021,Chemung,128,104
01/10/2021,Chenango,25,33
01/10/2021,Clinton,14,12
01/10/2021,Columbia,60,65
01/10/2021,Cortland,47,48
01/10/2021,Delaware,6,14
01/10/2021,Dutchess,293,275
01/10/2021,Erie,"1,395","1,301"
01/10/2021,Essex,13,16
01/10/2021,Franklin,8,9
01/10/2021,Fulton,29,43
01/10/2021,Genesee,78,85
01/10/2021,Greene,17,38
01/10/2021,Hamilton,0,1
01/10/2021,Herkimer,15,35
01/10/2021,Jefferson,13,16
01/10/2021,Kings,"5,004","5,563"
01/10/2021,Lewis,7,21
01/10/2021,Livingston,17,32
01/10/2021,Madison,69,73
01/10/2021,Manhattan,"3,731","2,309"
01/10/2021,Monroe,781,698
01/10/2021,Montgomery,61,65
01/10/2021,Nassau,"3,044","2,489"
01/10/2021,Niagara,160,221
01/10/2021,Non-NYS,0,159
01/10/2021,Oneida,311,310
01/10/2021,Onondaga,551,501
01/10/2021,Ontario,91,75
01/10/2021,Orange,570,551
01/10/2021,Orleans,42,65
01/10/2021,Oswego,44,56
01/10/2021,Otsego,23,20
01/10/2021,Putnam,67,68
01/10/2021,Queens,"4,416","5,492"
01/10/2021,Rensselaer,82,95
01/10/2021,Richmond,922,928
01/10/2021,Rockland,566,608
01/10/2021,Saratoga,39,59
01/10/2021,Schenectady,98,109
01/10/2021,Schoharie,0,5
01/10/2021,Schuyler,4,10
01/10/2021,Seneca,28,44
01/10/2021,St. Lawrence,49,49
01/10/2021,Statewide Total,"31,841","31,841"
01/10/2021,Steuben,110,127
01/10/2021,Suffolk,"2,510","2,466"
01/10/2021,Sullivan,41,48
01/10/2021,Tioga,39,54
01/10/2021,Tompkins,21,18
01/10/2021,Ulster,101,170
01/10/2021,Warren,42,33
01/10/2021,Washington,12,19
01/10/2021,Wayne,24,46
01/10/2021,Westchester,"1,888","1,736"
01/10/2021,Wyoming,25,33
01/10/2021,Yates,9,14
01/10/2022,Albany,789,449
01/10/2022,Allegany,85,140
01/10/2022,Bronx,"4,409","4,884"
01/10/2022,Broome,561,477
01/10/2022,Cattaraugus,199,195
01/10/2022,Cayuga,96,123
01/10/2022,Chautauqua,230,232
01/10/2022,Chemung,261,198
01/10/2022,Chenango,65,103
01/10/2022,Clinton,82,59
01/10/2022,Columbia,131,125
01/10/2022,Cortland,83,93
01/10/2022,Delaware,24,61
01/10/2022,Dutchess,600,553
01/10/2022,Erie,"2,572","2,307"
01/10/2022,Essex,36,49
01/10/2022,Franklin,22,34
01/10/2022,Fulton,85,135
01/10/2022,Genesee,146,164
01/10/2022,Greene,32,103
01/10/2022,Hamilton,0,4
01/10/2022,Herkimer,60,164
01/10/2022,Jefferson,108,119
01/10/2022,Kings,"7,244","8,015"
01/10/2022,Lewis,14,43
01/10/2022,Livingston,69,96
01/10/2022,Madison,107,118
01/10/2022,Manhattan,"5,391","3,301"
01/10/2022,Monroe,"1,596","1,376"
01/10/2022,Montgomery,152,179
01/10/2022,Nassau,"4,259","3,496"
01/10/2022,Niagara,319,492
01/10/2022,Non-NYS,0,400
01/10/2022,Oneida,739,714
01/10/2022,Onondaga,"1,097",908
01/10/2022,Ontario,205,152
01/10/2022,Orange,921,862
01/10/2022,Orleans,52,104
01/10/2022,Oswego,96,153
01/10/2022,Otsego,116,73
01/10/2022,Putnam,97,109
01/10/2022,Queens,"6,151","7,576"
01/10/2022,Rensselaer,183,223
01/10/2022,Richmond,"1,248","1,270"
01/10/2022,Rockland,789,825
01/10/2022,Saratoga,202,280
01/10/2022,Schenectady,262,275
01/10/2022,Schoharie,7,30
01/10/2022,Schuyler,5,23
01/10/2022,Seneca,34,83
01/10/2022,St. Lawrence,150,161
01/10/2022,Statewide Total,"49,785","49,785"
01/10/2022,Steuben,177,222
01/10/2022,Suffolk,"3,965","3,945"
01/10/2022,Sullivan,84,107
01/10/2022,Tioga,40,79
01/10/2022,Tompkins,79,74
01/10/2022,Ulster,181,317
01/10/2022,Warren,175,111
01/10/2022,Washington,37,96
01/10/2022,Wayne,79,138
01/10/2022,Westchester,"2,701","2,477"
01/10/2022,Wyoming,62,75
01/10/2022,Yates,24,36
01/11/2021,Albany,358,237
01/11/2021,Allegany,54,75
01/11/2021,Bronx,"3,316","3,630"
01/11/2021,Broome,253,233
01/11/2021,Cattaraugus,53,58
01/11/2021,Cayuga,48,56
01/11/2021,Chautauqua,42,40
01/11/2021,Chemung,130,106
01/11/2021,Chenango,25,33
01/11/2021,Clinton,13,11
01/11/2021,Columbia,64,66
01/11/2021,Cortland,48,50
01/11/2021,Delaware,6,14
01/11/2021,Dutchess,296,277
01/11/2021,Erie,"1,408","1,312"
01/11/2021,Essex,13,16
01/11/2021,Franklin,8,9
01/11/2021,Fulton,29,43
01/11/2021,Genesee,79,86
01/11/2021,Greene,18,44
01/11/2021,Hamilton,0,1
01/11/2021,Herkimer,15,36
01/11/2021,Jefferson,13,16
01/11/2021,Kings,"5,015","5,573"
01/11/2021,Lewis,7,21
01/11/2021,Livingston,17,33
01/11/2021,Madison,69,73
01/11/2021,Manhattan,"3,736","2,316"
01/11/2021,Monroe,797,712
01/11/2021,Montgomery,62,66
01/11/2021,Nassau,"3,057","2,496"
01/11/2021,Niagara,161,224
01/11/2021,Non-NYS,0,160
01/11/2021,Oneida,316,314
01/11/2021,Onondaga,557,505
01/11/2021,Ontario,92,76
01/11/2021,Orange,572,553
01/11/2021,Orleans,42,65
01/11/2021,Oswego,44,57
01/11/2021,Otsego,23,20
01/11/2021,Putnam,67,68
01/11/2021,Queens,"4,427","5,507"
01/11/2021,Rensselaer,82,95
01/11/2021,Richmond,925,931
01/11/2021,Rockland,567,609
01/11/2021,Saratoga,41,62
01/11/2021,Schenectady,98,109
01/11/2021,Schoharie,0,5
01/11/2021,Schuyler,4,10
01/11/2021,Seneca,28,44
01/11/2021,St. Lawrence,51,51
01/11/2021,Statewide Total,"32,007","32,007"
01/11/2021,Steuben,111,128
01/11/2021,Suffolk,"2,530","2,487"
01/11/2021,Sullivan,41,48
01/11/2021,Tioga,39,54
01/11/2021,Tompkins,21,18
01/11/2021,Ulster,106,175
01/11/2021,Warren,42,33
01/11/2021,Washington,12,19
01/11/2021,Wayne,25,47
01/11/2021,Westchester,"1,897","1,744"
01/11/2021,Wyoming,27,35
01/11/2021,Yates,10,15
01/11/2022,Albany,791,450
01/11/2022,Allegany,85,140
01/11/2022,Bronx,"4,426","4,904"
01/11/2022,Broome,561,477
01/11/2022,Cattaraugus,199,195
01/11/2022,Cayuga,97,124
01/11/2022,Chautauqua,230,232
01/11/2022,Chemung,262,198
01/11/2022,Chenango,65,103
01/11/2022,Clinton,85,60
01/11/2022,Columbia,131,125
01/11/2022,Cortland,83,93
01/11/2022,Delaware,24,61
01/11/2022,Dutchess,602,556
01/11/2022,Erie,"2,581","2,314"
01/11/2022,Essex,36,50
01/11/2022,Franklin,22,35
01/11/2022,Fulton,85,136
01/11/2022,Genesee,146,164
01/11/2022,Greene,32,103
01/11/2022,Hamilton,0,4
01/11/2022,Herkimer,60,165
01/11/2022,Jefferson,108,119
01/11/2022,Kings,"7,274","8,046"
01/11/2022,Lewis,14,43
01/11/2022,Livingston,69,96
01/11/2022,Madison,107,118
01/11/2022,Manhattan,"5,409","3,315"
01/11/2022,Monroe,"1,601","1,379"
01/11/2022,Montgomery,154,179
01/11/2022,Nassau,"4,273","3,505"
01/11/2022,Niagara,319,493
01/11/2022,Non-NYS,0,403
01/11/2022,Oneida,742,716
01/11/2022,Onondaga,"1,099",910
01/11/2022,Ontario,206,153
01/11/2022,Orange,924,866
01/11/2022,Orleans,52,104
01/11/2022,Oswego,97,154
01/11/2022,Otsego,116,73
01/11/2022,Putnam,98,110
01/11/2022,Queens,"6,168","7,598"
01/11/2022,Rensselaer,184,224
01/11/2022,Richmond,"1,253","1,275"
01/11/2022,Rockland,793,827
01/11/2022,Saratoga,203,281
01/11/2022,Schenectady,262,277
01/11/2022,Schoharie,8,31
01/11/2022,Schuyler,5,23
01/11/2022,Seneca,34,84
01/11/2022,St. Lawrence,151,162
01/11/2022,Statewide Total,"49,955","49,955"
01/11/2022,Steuben,178,224
01/11/2022,Suffolk,"3,982","3,962"
01/11/2022,Sullivan,84,107
01/11/2022,Tioga,40,79
01/11/2022,Tompkins,79,74
01/11/2022,Ulster,182,317
01/11/2022,Warren,176,112
01/11/2022,Washington,37,96
01/11/2022,Wayne,79,138
01/11/2022,Westchester,"2,706","2,482"
01/11/2022,Wyoming,62,75
01/11/2022,Yates,24,36
01/12/2021,Albany,366,241
01/12/2021,Allegany,54,75
01/12/2021,Bronx,"3,323","3,637"
01/12/2021,Broome,260,240
01/12/2021,Cattaraugus,53,58
01/12/2021,Cayuga,52,60
01/12/2021,Chautauqua,48,46
01/12/2021,Chemung,130,107
01/12/2021,Chenango,27,35
01/12/2021,Clinton,14,12
01/12/2021,Columbia,64,66
01/12/2021,Cortland,48,51
01/12/2021,Delaware,6,14
01/12/2021,Dutchess,299,280
01/12/2021,Erie,"1,416","1,320"
01/12/2021,Essex,13,16
01/12/2021,Franklin,8,9
01/12/2021,Fulton,31,45
01/12/2021,Genesee,80,87
01/12/2021,Greene,20,46
01/12/2021,Hamilton,0,1
01/12/2021,Herkimer,17,40
01/12/2021,Jefferson,14,17
01/12/2021,Kings,"5,027","5,586"
01/12/2021,Lewis,7,21
01/12/2021,Livingston,17,33
01/12/2021,Madison,69,73
01/12/2021,Manhattan,"3,741","2,318"
01/12/2021,Monroe,812,724
01/12/2021,Montgomery,62,67
01/12/2021,Nassau,"3,062","2,504"
01/12/2021,Niagara,164,227
01/12/2021,Non-NYS,0,161
01/12/2021,Oneida,324,320
01/12/2021,Onondaga,561,508
01/12/2021,Ontario,92,76
01/12/2021,Orange,576,556
01/12/2021,Orleans,42,65
01/12/2021,Oswego,48,61
01/12/2021,Otsego,23,20
01/12/2021,Putnam,69,70
01/12/2021,Queens,"4,442","5,523"
01/12/2021,Rensselaer,83,98
01/12/2021,Richmond,925,931
01/12/2021,Rockland,569,611
01/12/2021,Saratoga,43,65
01/12/2021,Schenectady,101,112
01/12/2021,Schoharie,0,5
01/12/2021,Schuyler,4,10
01/12/2021,Seneca,28,44
01/12/2021,St. Lawrence,52,52
01/12/2021,Statewide Total,"32,175","32,175"
01/12/2021,Steuben,111,128
01/12/2021,Suffolk,"2,547","2,502"
01/12/2021,Sullivan,41,48
01/12/2021,Tioga,39,54
01/12/2021,Tompkins,23,20
01/12/2021,Ulster,106,175
01/12/2021,Warren,44,35
01/12/2021,Washington,13,20
01/12/2021,Wayne,25,48
01/12/2021,Westchester,"1,903","1,750"
01/12/2021,Wyoming,27,36
01/12/2021,Yates,10,15
01/12/2022,Albany,794,452
01/12/2022,Allegany,85,140
01/12/2022,Bronx,"4,441","4,922"
01/12/2022,Broome,564,479
01/12/2022,Cattaraugus,201,196
01/12/2022,Cayuga,97,124
01/12/2022,Chautauqua,231,233
01/12/2022,Chemung,263,199
01/12/2022,Chenango,65,104
01/12/2022,Clinton,86,61
01/12/2022,Columbia,132,126
01/12/2022,Cortland,83,93
01/12/2022,Delaware,24,61
01/12/2022,Dutchess,603,556
01/12/2022,Erie,"2,588","2,321"
01/12/2022,Essex,36,50
01/12/2022,Franklin,22,35
01/12/2022,Fulton,85,136
01/12/2022,Genesee,147,165
01/12/2022,Greene,32,104
01/12/2022,Hamilton,0,4
01/12/2022,Herkimer,61,166
01/12/2022,Jefferson,108,119
01/12/2022,Kings,"7,308","8,084"
01/12/2022,Lewis,14,43
01/12/2022,Livingston,70,97
01/12/2022,Madison,107,118
01/12/2022,Manhattan,"5,432","3,329"
01/12/2022,Monroe,"1,609","1,386"
01/12/2022,Montgomery,154,179
01/12/2022,Nassau,"4,289","3,518"
01/12/2022,Niagara,320,494
01/12/2022,Non-NYS,0,405
01/12/2022,Oneida,743,717
01/12/2022,Onondaga,"1,105",915
01/12/2022,Ontario,207,154
01/12/2022,Orange,927,868
01/12/2022,Orleans,52,104
01/12/2022,Oswego,97,155
01/12/2022,Otsego,116,73
01/12/2022,Putnam,99,110
01/12/2022,Queens,"6,202","7,635"
01/12/2022,Rensselaer,188,226
01/12/2022,Richmond,"1,255","1,277"
01/12/2022,Rockland,796,830
01/12/2022,Saratoga,205,285
01/12/2022,Schenectady,262,277
01/12/2022,Schoharie,8,31
01/12/2022,Schuyler,5,23
01/12/2022,Seneca,34,84
01/12/2022,St. Lawrence,153,164
01/12/2022,Statewide Total,"50,154","50,154"
01/12/2022,Steuben,178,224
01/12/2022,Suffolk,"3,992","3,974"
01/12/2022,Sullivan,84,108
01/12/2022,Tioga,40,79
01/12/2022,Tompkins,79,74
01/12/2022,Ulster,183,319
01/12/2022,Warren,177,113
01/12/2022,Washington,37,96
01/12/2022,Wayne,79,139
01/12/2022,Westchester,"2,714","2,490"
01/12/2022,Wyoming,62,75
01/12/2022,Yates,24,36
01/13/2021,Albany,370,245
01/13/2021,Allegany,54,75
01/13/2021,Bronx,"3,330","3,644"
01/13/2021,Broome,265,245
01/13/2021,Cattaraugus,54,59
01/13/2021,Cayuga,55,63
01/13/2021,Chautauqua,48,46
01/13/2021,Chemung,130,107
01/13/2021,Chenango,29,37
01/13/2021,Clinton,15,13
01/13/2021,Columbia,64,66
01/13/2021,Cortland,49,52
01/13/2021,Delaware,7,16
01/13/2021,Dutchess,307,286
01/13/2021,Erie,"1,429","1,333"
01/13/2021,Essex,13,16
01/13/2021,Franklin,8,9
01/13/2021,Fulton,34,47
01/13/2021,Genesee,83,90
01/13/2021,Greene,21,47
01/13/2021,Hamilton,0,1
01/13/2021,Herkimer,19,45
01/13/2021,Jefferson,15,19
01/13/2021,Kings,"5,046","5,609"
01/13/2021,Lewis,7,21
01/13/2021,Livingston,19,34
01/13/2021,Madison,70,74
01/13/2021,Manhattan,"3,756","2,323"
01/13/2021,Monroe,819,730
01/13/2021,Montgomery,64,70
01/13/2021,Nassau,"3,068","2,508"
01/13/2021,Niagara,166,229
01/13/2021,Non-NYS,0,162
01/13/2021,Oneida,331,326
01/13/2021,Onondaga,565,511
01/13/2021,Ontario,92,76
01/13/2021,Orange,577,558
01/13/2021,Orleans,42,65
01/13/2021,Oswego,49,62
01/13/2021,Otsego,27,21
01/13/2021,Putnam,69,70
01/13/2021,Queens,"4,457","5,544"
01/13/2021,Rensselaer,85,100
01/13/2021,Richmond,928,934
01/13/2021,Rockland,571,613
01/13/2021,Saratoga,46,69
01/13/2021,Schenectady,103,114
01/13/2021,Schoharie,0,5
01/13/2021,Schuyler,4,10
01/13/2021,Seneca,28,44
01/13/2021,St. Lawrence,55,55
01/13/2021,Statewide Total,"32,379","32,379"
01/13/2021,Steuben,112,130
01/13/2021,Suffolk,"2,569","2,524"
01/13/2021,Sullivan,41,48
01/13/2021,Tioga,39,54
01/13/2021,Tompkins,25,22
01/13/2021,Ulster,108,179
01/13/2021,Warren,45,35
01/13/2021,Washington,13,20
01/13/2021,Wayne,27,50
01/13/2021,Westchester,"1,916","1,763"
01/13/2021,Wyoming,30,40
01/13/2021,Yates,11,16
01/13/2022,Albany,795,456
01/13/2022,Allegany,85,140
01/13/2022,Bronx,"4,458","4,941"
01/13/2022,Broome,564,479
01/13/2022,Cattaraugus,202,197
01/13/2022,Cayuga,97,124
01/13/2022,Chautauqua,232,235
01/13/2022,Chemung,263,200
01/13/2022,Chenango,65,104
01/13/2022,Clinton,86,61
